Int1	Int2	Correlation	Sign	Edge_Width(abs(correlation)*10)	Pvalue
Photorhabdus luminescens subsp. laumondii TTO1	Pseudomonas syringae pv. morsprunorum str. M302280	0.822246080902	+	8.22246080902	4.0430382173e-193
Photorhabdus luminescens subsp. laumondii TTO1	Plautia stali symbiont	0.843085458547	+	8.43085458547	2.51788285703e-212
Photorhabdus luminescens subsp. laumondii TTO1	Dickeya dadantii Ech586	0.89425528103	+	8.9425528103	1.46574605454e-274
Photorhabdus luminescens subsp. laumondii TTO1	Eubacterium siraeum 70/3	-0.316432613736	-	3.16432613736	1.2044918435e-19
Photorhabdus luminescens subsp. laumondii TTO1	Dermacoccus sp. Ellin185	0.828067773903	+	8.28067773903	3.18984295636e-198
Photorhabdus luminescens subsp. laumondii TTO1	Pantoea sp. aB	0.912925635177	+	9.12925635177	8.2164485457e-306
Photorhabdus luminescens subsp. laumondii TTO1	Photorhabdus asymbiotica	0.839129041673	+	8.39129041673	1.80606676127e-208
Photorhabdus luminescens subsp. laumondii TTO1	Shewanella putrefaciens 200	0.81569414944	+	8.1569414944	1.35162273348e-187
Photorhabdus luminescens subsp. laumondii TTO1	Pectobacterium carotovorum subsp. carotovorum PC1	0.886139924859	+	8.86139924859	9.26393363779e-263
Photorhabdus luminescens subsp. laumondii TTO1	Pectobacterium atrosepticum SCRI1043	0.931082463555	+	9.31082463555	0.0
Streptococcus peroris ATCC 700780	Streptococcus oralis ATCC 49296	0.828373851276	+	8.28373851276	1.69891809807e-198
Streptococcus peroris ATCC 700780	Streptococcus australis ATCC 700641	0.851824559619	+	8.51824559619	3.10355517672e-221
Streptococcus peroris ATCC 700780	Streptococcus infantis SK1302	0.854751217877	+	8.54751217877	2.39327973175e-224
Streptococcus peroris ATCC 700780	Streptococcus mitis bv. 2 str. F0392	0.845636386708	+	8.45636386708	7.20891569792e-215
Streptococcus peroris ATCC 700780	Streptococcus cristatus ATCC 51100	0.81184100668	+	8.1184100668	1.89483472659e-184
Streptococcus peroris ATCC 700780	Streptococcus mitis bv. 2 str. SK95	0.821360281302	+	8.21360281302	2.32685152256e-192
Streptococcus peroris ATCC 700780	Streptococcus oralis Uo5	0.844142289281	+	8.44142289281	2.25410929608e-213
Streptococcus peroris ATCC 700780	Streptococcus sp. oral taxon 056 str. F0418	0.860564821204	+	8.60564821204	9.71559198621e-231
Streptococcus peroris ATCC 700780	Streptococcus infantis SK970	0.803267255852	+	8.03267255852	1.06149960087e-177
Streptococcus peroris ATCC 700780	Streptococcus sp. M143	0.805752905212	+	8.05752905212	1.27135064925e-179
Fusobacterium mortiferum ATCC 9817	[Eubacterium] cylindroides T2-87	-0.326214182787	-	3.26214182787	7.59563145583e-21
Fusobacterium mortiferum ATCC 9817	Clostridium leptum DSM 753	-0.310129874969	-	3.10129874969	6.77637318077e-19
Fusobacterium mortiferum ATCC 9817	Lactococcus lactis subsp. cremoris SK11	-0.329893589114	-	3.29893589114	2.61579962622e-21
Fusobacterium mortiferum ATCC 9817	Propionibacterium acnes HL099PA1	-0.30385810751	-	3.0385810751	3.62864091772e-18
Haemophilus pittmaniae HK 85	Pasteurella dagmatis ATCC 43325	0.830661715461	+	8.30661715461	1.47146426096e-200
Haemophilus pittmaniae HK 85	Haemophilus haemolyticus M19501	0.938467074479	+	9.38467074479	0.0
Haemophilus pittmaniae HK 85	Aggregatibacter aphrophilus NJ8700	0.908212609372	+	9.08212609372	2.67463395045e-297
Haemophilus pittmaniae HK 85	Haemophilus parainfluenzae ATCC 33392	0.928106702342	+	9.28106702342	0.0
Haemophilus pittmaniae HK 85	Aggregatibacter segnis ATCC 33393	0.901455162713	+	9.01455162713	7.26889010762e-286
Haemophilus pittmaniae HK 85	Haemophilus haemolyticus M21639	0.935105345908	+	9.35105345908	0.0
Haemophilus pittmaniae HK 85	Haemophilus influenzae F3047	0.937157030845	+	9.37157030845	0.0
Mahella australiensis 50-1 BON	Croceibacter atlanticus HTCC2559	-0.328444811544	-	3.28444811544	3.98704929975e-21
Alistipes putredinis DSM 17216	Streptococcus equinus ATCC 9812	-0.305661027464	-	3.05661027464	2.24934204604e-18
Bifidobacterium breve UCC2003	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222	0.9156578631	+	9.156578631	5.69254666498e-311
Pectobacterium wasabiae WPP163	Buchnera aphidicola BCc	0.807806116341	+	8.07806116341	3.1318626326e-181
Pectobacterium wasabiae WPP163	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	0.808644400416	+	8.08644400416	6.81560331205e-182
Pectobacterium wasabiae WPP163	Enterobacter aerogenes KCTC 2190	0.916615431873	+	9.16615431873	8.04488659876e-313
Pectobacterium wasabiae WPP163	Enterobacter cancerogenus ATCC 35316	0.936500287756	+	9.36500287756	0.0
Pectobacterium wasabiae WPP163	Lactobacillus brevis subsp. gravesensis ATCC 27305	0.800385622709	+	8.00385622709	1.65772127113e-175
Pectobacterium wasabiae WPP163	Enterobacter sp. 638	0.944232334091	+	9.44232334091	0.0
Pectobacterium wasabiae WPP163	Serratia proteamaculans 568	0.950852493733	+	9.50852493733	0.0
Pectobacterium wasabiae WPP163	Escherichia coli TW10509	0.832330982148	+	8.32330982148	4.39888142774e-202
Pectobacterium wasabiae WPP163	Edwardsiella ictaluri 93-146	0.949102588638	+	9.49102588638	0.0
Pectobacterium wasabiae WPP163	Klebsiella oxytoca KCTC 1686	0.922614818751	+	9.22614818751	0.0
Pectobacterium wasabiae WPP163	Citrobacter youngae ATCC 29220	0.933066132859	+	9.33066132859	0.0
Pectobacterium wasabiae WPP163	Thiomicrospira crunogena XCL-2	0.815201569668	+	8.15201569668	3.44533845342e-187
Pectobacterium wasabiae WPP163	Enterobacter cloacae EcWSU1	0.888570274745	+	8.88570274745	3.38263855558e-266
Pectobacterium wasabiae WPP163	Vibrio metschnikovii CIP 69.14	0.842058315902	+	8.42058315902	2.58367694916e-211
Pectobacterium wasabiae WPP163	Citrobacter sp. 30_2	0.888460536187	+	8.88460536187	4.85499882542e-266
Pectobacterium wasabiae WPP163	Erwinia billingiae Eb661	0.950372572969	+	9.50372572969	0.0
Pectobacterium wasabiae WPP163	Pantoea ananatis LMG 5342	0.946782567671	+	9.46782567671	0.0
Pectobacterium wasabiae WPP163	Corynebacterium lipophiloflavum DSM 44291	0.851140735405	+	8.51140735405	1.61998466663e-220
Pectobacterium wasabiae WPP163	Actinomyces coleocanis DSM 15436	0.810513257393	+	8.10513257393	2.21367689299e-183
Pectobacterium wasabiae WPP163	Candidatus Moranella endobia PCIT	0.928171700298	+	9.28171700298	0.0
Pectobacterium wasabiae WPP163	Citrobacter koseri ATCC BAA-895	0.900260579603	+	9.00260579603	6.25828391303e-284
Pectobacterium wasabiae WPP163	Pantoea vagans C9-1	0.936973007683	+	9.36973007683	0.0
Pectobacterium wasabiae WPP163	Providencia stuartii ATCC 25827	0.93529771181	+	9.3529771181	0.0
Pectobacterium wasabiae WPP163	Enterobacter lignolyticus SCF1	0.96939502945	+	9.6939502945	0.0
Pectobacterium wasabiae WPP163	Salmonella bongori NCTC 12419	0.955330679663	+	9.55330679663	0.0
Pectobacterium wasabiae WPP163	Enterobacter cloacae subsp. cloacae ATCC 13047	0.907914504149	+	9.07914504149	8.91548826925e-297
Pectobacterium wasabiae WPP163	Corynebacterium striatum ATCC 6940	0.832294724274	+	8.32294724274	4.74932952928e-202
Pectobacterium wasabiae WPP163	Bacillus cereus SJ1	0.858927100488	+	8.58927100488	6.56026137461e-229
Pectobacterium wasabiae WPP163	Serratia sp. AS12	0.88767406338	+	8.8767406338	6.39886653805e-265
Pectobacterium wasabiae WPP163	Serratia odorifera DSM 4582	0.952144739974	+	9.52144739974	0.0
Pectobacterium wasabiae WPP163	Legionella pneumophila str. Paris	0.845341960383	+	8.45341960383	1.42478470151e-214
Pectobacterium wasabiae WPP163	Klebsiella pneumoniae 342	0.831182509318	+	8.31182509318	4.94250512087e-201
Pectobacterium wasabiae WPP163	Erwinia tasmaniensis Et1/99	0.925099630271	+	9.25099630271	0.0
Pectobacterium wasabiae WPP163	Candidatus Blochmannia pennsylvanicus str. BPEN	0.805409984868	+	8.05409984868	2.34979036333e-179
Pectobacterium wasabiae WPP163	Citrobacter rodentium ICC168	0.931987494096	+	9.31987494096	0.0
Pectobacterium wasabiae WPP163	Clostridium leptum DSM 753	-0.313471190127	-	3.13471190127	2.72605617612e-19
Pectobacterium wasabiae WPP163	Erwinia amylovora ATCC 49946	0.963763606825	+	9.63763606825	0.0
Pectobacterium wasabiae WPP163	Shewanella baltica OS195	0.816959007287	+	8.16959007287	1.20708754336e-188
Pectobacterium wasabiae WPP163	Xenorhabdus nematophila ATCC 19061	0.901906493849	+	9.01906493849	1.33026511273e-286
Pectobacterium wasabiae WPP163	Yersinia pseudotuberculosis IP 31758	0.827912185553	+	8.27912185553	4.39176533956e-198
Pectobacterium wasabiae WPP163	Dickeya dadantii 3937	0.90342277291	+	9.0342277291	4.16518926933e-289
Pectobacterium wasabiae WPP163	Buchnera aphidicola str. Sg (Schizaphis graminum)	0.807670055461	+	8.07670055461	4.00858862511e-181
Pectobacterium wasabiae WPP163	Rahnella sp. Y9602	0.898833631611	+	8.98833631611	1.19108216278e-281
Pectobacterium wasabiae WPP163	Salmonella enterica subsp. enterica serovar Dublin str. SD3246	0.92898284023	+	9.2898284023	0.0
Pectobacterium wasabiae WPP163	Enterobacter asburiae LF7a	0.923199940864	+	9.23199940864	0.0
Pectobacterium wasabiae WPP163	Proteus mirabilis HI4320	0.840300965039	+	8.40300965039	1.33547157369e-209
Pectobacterium wasabiae WPP163	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.942397207326	+	9.42397207326	0.0
Pectobacterium wasabiae WPP163	Dickeya zeae Ech1591	0.958884212841	+	9.58884212841	0.0
Pectobacterium wasabiae WPP163	Enterobacter cloacae subsp. cloacae NCTC 9394	0.855386851254	+	8.55386851254	4.94160194715e-225
Pectobacterium wasabiae WPP163	Eubacterium rectale M104/1	-0.328770829007	-	3.28770829007	3.62698993653e-21
Pectobacterium wasabiae WPP163	Dickeya dadantii Ech703	0.926096390584	+	9.26096390584	0.0
Pectobacterium wasabiae WPP163	Micrococcus luteus SK58	0.844108595348	+	8.44108595348	2.43506056176e-213
Pectobacterium wasabiae WPP163	Sodalis glossinidius str. 'morsitans'	0.921317122015	+	9.21317122015	3.06320700422e-322
Pectobacterium wasabiae WPP163	Xenorhabdus bovienii SS-2004	0.944708986927	+	9.44708986927	0.0
Pectobacterium wasabiae WPP163	Bacillus coahuilensis m4-4	0.874515337089	+	8.74515337089	2.45967438247e-247
Pectobacterium wasabiae WPP163	Rheinheimera sp. A13L	0.872684139382	+	8.72684139382	4.78706483571e-245
Pectobacterium wasabiae WPP163	gamma proteobacterium NOR5-3	0.828317015284	+	8.28317015284	1.90993286822e-198
Pectobacterium wasabiae WPP163	Pantoea sp. At-9b	0.964389001801	+	9.64389001801	0.0
Pectobacterium wasabiae WPP163	Proteus penneri ATCC 35198	0.894840329793	+	8.94840329793	1.89839079768e-275
Pectobacterium wasabiae WPP163	Grimontia hollisae CIP 101886	0.878812972513	+	8.78812972513	7.48462422038e-253
Pectobacterium wasabiae WPP163	Propionibacterium acnes HL099PA1	-0.319764760172	-	3.19764760172	4.75205777428e-20
Pectobacterium wasabiae WPP163	Vibrio anguillarum 775	0.825992948843	+	8.25992948843	2.20920942688e-196
Pectobacterium wasabiae WPP163	Haemophilus ducreyi 35000HP	0.828986102614	+	8.28986102614	4.80020596568e-199
Pectobacterium wasabiae WPP163	Pseudomonas syringae pv. morsprunorum str. M302280	0.855221256434	+	8.55221256434	7.45885596777e-225
Pectobacterium wasabiae WPP163	Plautia stali symbiont	0.91123358816	+	9.1123358816	1.06013151864e-302
Pectobacterium wasabiae WPP163	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	0.821422386389	+	8.21422386389	2.05881296585e-192
Pectobacterium wasabiae WPP163	Dickeya dadantii Ech586	0.956790956433	+	9.56790956433	0.0
Pectobacterium wasabiae WPP163	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	0.806202954586	+	8.06202954586	5.667004889e-180
Pectobacterium wasabiae WPP163	Dermacoccus sp. Ellin185	0.877793295198	+	8.77793295198	1.59182401635e-251
Pectobacterium wasabiae WPP163	Pantoea sp. aB	0.94097158986	+	9.4097158986	0.0
Pectobacterium wasabiae WPP163	Photorhabdus asymbiotica	0.864336698787	+	8.64336698787	4.82733349746e-235
Pectobacterium wasabiae WPP163	Pectobacterium carotovorum subsp. carotovorum PC1	0.949429749209	+	9.49429749209	0.0
Pectobacterium wasabiae WPP163	Pectobacterium atrosepticum SCRI1043	0.947636731498	+	9.47636731498	0.0
Rothia dentocariosa M567	Cyclobacterium marinum DSM 745	-0.33521162377	-	3.3521162377	5.46042243509e-22
Rothia dentocariosa M567	Bacteroides helcogenes P 36-108	-0.336255243409	-	3.36255243409	4.00070924302e-22
Rothia dentocariosa M567	Bacteroides intestinalis DSM 17393	-0.301572871818	-	3.01572871818	6.62088623345e-18
Rothia dentocariosa M567	Bacteroides clarus YIT 12056	-0.320723988985	-	3.20723988985	3.6279419652e-20
Rothia dentocariosa M567	Bacteroides fluxus YIT 12057	-0.355348300165	-	3.55348300165	1.091431256e-24
Rothia dentocariosa M567	Bacteroides coprophilus DSM 18228 = JCM 13818	-0.311782010593	-	3.11782010593	4.3260226899e-19
Rothia dentocariosa M567	Bacteroides finegoldii DSM 17565	-0.324439235029	-	3.24439235029	1.2636857621e-20
Rothia dentocariosa M567	Bacteroides sp. 1_1_6	-0.332141960182	-	3.32141960182	1.35388138032e-21
Rothia dentocariosa M567	Bacteroides stercoris ATCC 43183	-0.33970187506	-	3.3970187506	1.42006128081e-22
Rothia dentocariosa M567	Paraprevotella xylaniphila YIT 11841	-0.324035600375	-	3.24035600375	1.4181066687e-20
Rothia dentocariosa M567	Bacteroides coprocola DSM 17136	-0.334129413331	-	3.34129413331	7.52947765961e-22
Buchnera aphidicola BCc	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	0.87564809691	+	8.7564809691	9.05182114207e-249
Buchnera aphidicola BCc	Serratia proteamaculans 568	0.839511781238	+	8.39511781238	7.73266782453e-209
Buchnera aphidicola BCc	Providencia rettgeri DSM 1131	0.809884464372	+	8.09884464372	7.04269523715e-183
Buchnera aphidicola BCc	Hahella chejuensis KCTC 2396	0.801333670806	+	8.01333670806	3.17556190875e-176
Buchnera aphidicola BCc	Marinobacter algicola DG893	0.808203510115	+	8.08203510115	1.52140182696e-181
Buchnera aphidicola BCc	Edwardsiella ictaluri 93-146	0.845357030441	+	8.45357030441	1.37600446753e-214
Buchnera aphidicola BCc	Buchnera aphidicola (Cinara tujafilina)	0.808172250024	+	8.08172250024	1.61040805407e-181
Buchnera aphidicola BCc	Thiomicrospira crunogena XCL-2	0.830478302806	+	8.30478302806	2.15887678193e-200
Buchnera aphidicola BCc	Shewanella amazonensis SB2B	0.849927472315	+	8.49927472315	2.97823716308e-219
Buchnera aphidicola BCc	Erwinia billingiae Eb661	0.828944453572	+	8.28944453572	5.23202082642e-199
Buchnera aphidicola BCc	Corynebacterium lipophiloflavum DSM 44291	0.801532544431	+	8.01532544431	2.24272122593e-176
Buchnera aphidicola BCc	Moritella sp. PE36	0.82903102516	+	8.2903102516	4.3741999021e-199
Buchnera aphidicola BCc	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	0.837907469157	+	8.37907469157	2.66755924244e-207
Buchnera aphidicola BCc	Candidatus Moranella endobia PCIT	0.854967070778	+	8.54967070778	1.4018481114e-224
Buchnera aphidicola BCc	Pantoea vagans C9-1	0.837466200633	+	8.37466200633	7.0167872048e-207
Buchnera aphidicola BCc	Pseudomonas syringae pv. lachrymans str. M301315	0.817923427175	+	8.17923427175	1.88943786971e-189
Buchnera aphidicola BCc	Providencia stuartii ATCC 25827	0.825576491649	+	8.25576491649	5.13697608703e-196
Buchnera aphidicola BCc	Serratia sp. AS12	0.852925095486	+	8.52925095486	2.13425278859e-222
Buchnera aphidicola BCc	Oceanimonas sp. GK1	0.870184259931	+	8.70184259931	5.60463561152e-242
Buchnera aphidicola BCc	Candidatus Riesia pediculicola USDA	0.804551491056	+	8.04551491056	1.0877707244e-178
Buchnera aphidicola BCc	Serratia odorifera DSM 4582	0.814505554863	+	8.14505554863	1.28638329205e-186
Buchnera aphidicola BCc	Vibrio coralliilyticus ATCC BAA-450	0.827282809431	+	8.27282809431	1.59574670165e-197
Buchnera aphidicola BCc	Legionella pneumophila str. Paris	0.81882062502	+	8.1882062502	3.33239886078e-190
Buchnera aphidicola BCc	Erwinia tasmaniensis Et1/99	0.808058245528	+	8.08058245528	1.98129116282e-181
Buchnera aphidicola BCc	Candidatus Blochmannia pennsylvanicus str. BPEN	0.811162606305	+	8.11162606305	6.66928614882e-184
Buchnera aphidicola BCc	Buchnera aphidicola str. Bp (Baizongia pistaciae)	0.809854995068	+	8.09854995068	7.43445423656e-183
Buchnera aphidicola BCc	Erwinia amylovora ATCC 49946	0.819168188374	+	8.19168188374	1.69709537866e-190
Buchnera aphidicola BCc	Yersinia pseudotuberculosis IP 31758	0.812561663522	+	8.12561663522	4.94976296374e-185
Buchnera aphidicola BCc	Dickeya dadantii 3937	0.877090477965	+	8.77090477965	1.28863517654e-250
Buchnera aphidicola BCc	Buchnera aphidicola str. Sg (Schizaphis graminum)	0.815133297386	+	8.15133297386	3.92157194782e-187
Buchnera aphidicola BCc	Rahnella sp. Y9602	0.817127252742	+	8.17127252742	8.74132040931e-189
Buchnera aphidicola BCc	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.831110705921	+	8.31110705921	5.74603252963e-201
Buchnera aphidicola BCc	Dickeya zeae Ech1591	0.846385461786	+	8.46385461786	1.26559708802e-215
Buchnera aphidicola BCc	Dickeya dadantii Ech703	0.873974004319	+	8.73974004319	1.17849099017e-246
Buchnera aphidicola BCc	Sodalis glossinidius str. 'morsitans'	0.82301923139	+	8.2301923139	8.70636724918e-194
Buchnera aphidicola BCc	Xenorhabdus bovienii SS-2004	0.842485217148	+	8.42485217148	9.8365665399e-212
Buchnera aphidicola BCc	gamma proteobacterium NOR5-3	0.828124643218	+	8.28124643218	2.83776151568e-198
Buchnera aphidicola BCc	Pantoea sp. At-9b	0.819148374519	+	8.19148374519	1.76371909161e-190
Buchnera aphidicola BCc	Proteus penneri ATCC 35198	0.837927476831	+	8.37927476831	2.55293476894e-207
Buchnera aphidicola BCc	Grimontia hollisae CIP 101886	0.869765972624	+	8.69765972624	1.80195724317e-241
Buchnera aphidicola BCc	Plautia stali symbiont	0.816824615352	+	8.16824615352	1.56168700388e-188
Buchnera aphidicola BCc	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	0.858735260885	+	8.58735260885	1.07079775429e-228
Buchnera aphidicola BCc	Dickeya dadantii Ech586	0.812806195124	+	8.12806195124	3.13467606467e-185
Buchnera aphidicola BCc	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	0.846662459762	+	8.46662459762	6.63543169086e-216
Buchnera aphidicola BCc	Pantoea sp. aB	0.855669085474	+	8.55669085474	2.44683281309e-225
Buchnera aphidicola BCc	Photorhabdus asymbiotica	0.866484457988	+	8.66484457988	1.49529564237e-237
Buchnera aphidicola BCc	Pectobacterium carotovorum subsp. carotovorum PC1	0.840797912641	+	8.40797912641	4.39776120691e-210
Buchnera aphidicola BCc	Pectobacterium atrosepticum SCRI1043	0.818090738538	+	8.18090738538	1.3681083422e-189
Collinsella intestinalis DSM 13280	Collinsella stercoris DSM 13279	0.845734272218	+	8.45734272218	5.7459794464e-215
Pasteurella dagmatis ATCC 43325	Haemophilus haemolyticus M19501	0.855024087819	+	8.55024087819	1.21696605898e-224
Pasteurella dagmatis ATCC 43325	Aggregatibacter aphrophilus NJ8700	0.856260198869	+	8.56260198869	5.58655395866e-226
Pasteurella dagmatis ATCC 43325	Aggregatibacter segnis ATCC 33393	0.834933989757	+	8.34933989757	1.70733735642e-204
Pasteurella dagmatis ATCC 43325	Actinobacillus ureae ATCC 25976	0.861309860486	+	8.61309860486	1.40431235889e-231
Pasteurella dagmatis ATCC 43325	Haemophilus haemolyticus M21639	0.838250954607	+	8.38250954607	1.25397858218e-207
Pasteurella dagmatis ATCC 43325	Haemophilus influenzae F3047	0.866756149001	+	8.66756149001	7.14878039844e-238
Pasteurella dagmatis ATCC 43325	Actinobacillus pleuropneumoniae serovar 6 str. Femo	0.82287959803	+	8.2287959803	1.14951990528e-193
Lachnoanaerobaculum saburreum DSM 3986	Clostridium saccharolyticum WM1	0.818598839927	+	8.18598839927	5.12185968483e-190
Clostridium sp. SS2/1	Prevotella sp. oral taxon 299 str. F0039	-0.341245947017	-	3.41245947017	8.89081400702e-23
Clostridium sp. SS2/1	Prevotella oris C735	-0.315900004126	-	3.15900004126	1.39603494897e-19
Clostridium sp. SS2/1	Prevotella denticola CRIS 18C-A	-0.32128792613	-	3.2128792613	3.09419350683e-20
Desulfovibrio desulfuricans ND132	Desulfovibrio magneticus RS-1	0.823595458564	+	8.23595458564	2.75866796208e-194
Desulfovibrio desulfuricans ND132	Desulfovibrio vulgaris str. 'Miyazaki F'	0.836063130274	+	8.36063130274	1.49050131929e-205
Mobiluncus mulieris ATCC 35239	Megasphaera sp. UPII 135-E	0.848715351279	+	8.48715351279	5.32219184098e-218
Mobiluncus mulieris ATCC 35239	Actinobacillus minor NM305	0.859587763094	+	8.59587763094	1.20699661935e-229
Mobiluncus mulieris ATCC 35239	Corynebacterium amycolatum SK46	0.929134993336	+	9.29134993336	0.0
Streptosporangium roseum DSM 43021	Streptomyces hygroscopicus subsp. jinggangensis 5008	0.802373811153	+	8.02373811153	5.12769289979e-177
Streptosporangium roseum DSM 43021	Streptomyces himastatinicus ATCC 53653	0.806350220669	+	8.06350220669	4.34837630189e-180
Streptosporangium roseum DSM 43021	Croceibacter atlanticus HTCC2559	-0.350269404102	-	3.50269404102	5.46295294421e-24
Streptosporangium roseum DSM 43021	Thermomonospora curvata DSM 43183	0.808749803259	+	8.08749803259	5.62337786619e-182
Lactobacillus sakei subsp. sakei 23K	Bacteroides fluxus YIT 12057	-0.305540385491	-	3.05540385491	2.32272699839e-18
Lactobacillus sakei subsp. sakei 23K	Bacteroides sp. 1_1_30	-0.305955196871	-	3.05955196871	2.07984478497e-18
Lactobacillus sakei subsp. sakei 23K	Bacteroides finegoldii DSM 17565	-0.325036650589	-	3.25036650589	1.06510534504e-20
Lactobacillus sakei subsp. sakei 23K	Bacteroides sp. 2_2_4	-0.310341231921	-	3.10341231921	6.39928448436e-19
Paenibacillus sp. Y412MC10	Acholeplasma laidlawii PG-8A	0.822454588555	+	8.22454588555	2.67412668312e-193
Vulcanisaeta moutnovskia 768-28	Pyrococcus horikoshii OT3	0.845542192458	+	8.45542192458	8.96595225283e-215
Vulcanisaeta moutnovskia 768-28	Vulcanisaeta distributa DSM 14429	1.0	+	10.0	0.0
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Serratia proteamaculans 568	0.83999214557	+	8.3999214557	2.65816875615e-209
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Providencia rettgeri DSM 1131	0.812950655931	+	8.12950655931	2.39250309112e-185
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Edwardsiella ictaluri 93-146	0.844545093163	+	8.44545093163	8.94242423309e-214
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Buchnera aphidicola (Cinara tujafilina)	0.801426995739	+	8.01426995739	2.6974993271e-176
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Thiomicrospira crunogena XCL-2	0.840436988205	+	8.40436988205	9.85728369113e-210
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Shewanella amazonensis SB2B	0.850585831158	+	8.50585831158	6.15488104002e-220
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Erwinia billingiae Eb661	0.826543981867	+	8.26543981867	7.20838569874e-197
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Corynebacterium lipophiloflavum DSM 44291	0.800856291789	+	8.00856291789	7.30619791886e-176
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Moritella sp. PE36	0.853174026728	+	8.53174026728	1.16132793969e-222
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	0.850765765836	+	8.50765765836	3.99484786941e-220
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Candidatus Moranella endobia PCIT	0.853212577639	+	8.53212577639	1.05677249636e-222
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Pantoea vagans C9-1	0.834989014518	+	8.34989014518	1.51669873442e-204
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Pseudomonas syringae pv. lachrymans str. M301315	0.814503414998	+	8.14503414998	1.29159299178e-186
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Providencia stuartii ATCC 25827	0.815062359184	+	8.15062359184	4.48600119093e-187
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Serratia sp. AS12	0.866336422341	+	8.66336422341	2.2338686534e-237
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Oceanimonas sp. GK1	0.86444918617	+	8.6444918617	3.57579026274e-235
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Candidatus Riesia pediculicola USDA	0.814859012307	+	8.14859012307	6.59361073473e-187
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Serratia odorifera DSM 4582	0.820244771106	+	8.20244771106	2.07949082159e-191
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Vibrio coralliilyticus ATCC BAA-450	0.830704384095	+	8.30704384095	1.34583547509e-200
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Legionella pneumophila str. Paris	0.832073124175	+	8.32073124175	7.58438469574e-202
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Erwinia tasmaniensis Et1/99	0.802496940212	+	8.02496940212	4.12919927296e-177
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Candidatus Blochmannia pennsylvanicus str. BPEN	0.81161488628	+	8.1161488628	2.88387619465e-184
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Buchnera aphidicola str. Bp (Baizongia pistaciae)	0.801811428653	+	8.01811428653	1.37616867666e-176
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Erwinia amylovora ATCC 49946	0.827151333523	+	8.27151333523	2.08798846683e-197
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Yersinia pseudotuberculosis IP 31758	0.81817753475	+	8.1817753475	1.15697927762e-189
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Photobacterium damselae subsp. damselae CIP 102761	0.802029739524	+	8.02029739524	9.38425819482e-177
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Dickeya dadantii 3937	0.863132844084	+	8.63132844084	1.17836877135e-233
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Buchnera aphidicola str. Sg (Schizaphis graminum)	0.809260026181	+	8.09260026181	2.21324208947e-182
